SWIS Number ,Activity,OperationalStatus,Category,Activity Classification,County
27-AA-0117,Inert Debris Type A Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Monterey
34-AA-0221,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sacramento
13-AA-0109,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Imperial
19-AR-1236,Large Volume Transfer/Processing Facility,Inactive,Transfer/Processing,Solid Waste Facility,Los Angeles
12-AA-0122,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Humboldt
19-AA-1108,Large Volume Transfer/Processing Facility,Closed,Transfer/Processing,Solid Waste Facility,Los Angeles
30-AB-0413,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Orange
37-AA-0967,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Diego
30-AB-0420,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0432,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0433,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
58-AA-0029,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Yuba
30-AB-0448,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Orange
27-AA-0118,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Monterey
50-AA-0039,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Stanislaus
50-AA-0040,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Stanislaus
19-AA-1113,Green Material Composting Operation,Planned,Composting,Solid Waste Operation,Los Angeles
07-CR-0047,Solid Waste Disposal Site,Inactive,Disposal,Solid Waste Disposal Site,Contra Costa
44-AA-0014,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Cruz
42-AA-0081,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Barbara
19-AA-1119,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AR-1245,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
30-AB-0453,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0454,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
11-AA-0035,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Glenn
33-AA-0325,Inert Debris Engineered Fill Operation,Active,Disposal,Solid Waste Operation,Riverside
15-AA-0397,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Kern
15-AA-0398,Solid Waste Disposal Site,Inactive,Disposal,Solid Waste Disposal Site,Kern
15-AA-0398,CDI Waste Disposal Facility,Clean Closed,Disposal,Solid Waste Facility,Kern
15-AA-0398,Nonhazardous Ash Disposal/Monofill Facility,Clean Closed,Disposal,Solid Waste Facility,Kern
21-AA-0061,Research Composting Operation,Closed,Composting,Solid Waste Operation,Marin
21-AA-0062,Agricultural Material Composting Operation,Closed,Composting,Solid Waste Operation,Marin
19-AA-1122,Distribution Center In-Vessel Digestion Operation,Active,In-Vessel Digestion,Solid Waste Operation,Los Angeles
15-AA-0399,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Kern
48-CR-0021,Solid Waste Disposal Site,Clean Closed,Disposal,Solid Waste Disposal Site,Solano
19-AA-1127,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
07-AA-0066,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Contra Costa
30-AB-0462,Medium Volume C&D Wood Debris Chipping and Grinding Facility,Active,Transfer/Processing,Solid Waste Facility,Orange
30-AB-0463,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Orange
21-AA-0065,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Marin
31-AA-0637,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Placer
36-AA-0474,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Bernardino
26-CR-0018,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mono
06-AA-0025,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Colusa
19-AR-1255,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Los Angeles
37-AA-0988,Vegetative Food Material Composting Facility,Active,Composting,Solid Waste Facility,San Diego
43-AN-0034,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Clara
19-AR-1259,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Los Angeles
47-CR-0033,Solid Waste Disposal Site,Inactive,Disposal,Solid Waste Disposal Site,Siskiyou
54-AA-0054,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Tulare
33-AA-0363,Chipping and Grinding Facility/Operation,Closed,Composting,Solid Waste Facility,Riverside
01-AA-0318,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Alameda
54-AA-0055,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Tulare
19-AA-1140,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
10-AA-0229,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Fresno
30-AB-0467,Large Volume In-Vessel Digestion Facility,Planned,In-Vessel Digestion,Solid Waste Facility,Orange
20-AA-0037,Emergency Transfer/Processing Operation,Closed,Transfer/Processing,Solid Waste Operation,Madera
04-AA-0031,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Butte
11-AA-0038,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Glenn
55-AA-0015,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Tuolumne
48-CR-0022,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Solano
48-CR-0023,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Solano
34-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sacramento
38-AA-0024,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Francisco
27-AA-0125,Chipping and Grinding Facility/Operation,Closed,Composting,Solid Waste Facility,Monterey
36-AA-0499,Research Composting Operation,Active,Composting,Solid Waste Operation,San Bernardino
41-AA-0200,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,San Mateo
13-AA-0120,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Imperial
54-AA-0060,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Tulare
35-AA-0032,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,San Benito
49-AA-0430,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Sonoma
54-AA-0065,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Tulare
49-AA-0433,Emergency Transfer/Processing Operation,Inactive,Transfer/Processing,Solid Waste Operation,Sonoma
49-AA-0434,Emergency Transfer/Processing Operation,Inactive,Transfer/Processing,Solid Waste Operation,Sonoma
19-AA-1148,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
24-AA-0044,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Merced
35-AA-0033,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,San Benito
36-AA-0505,Green Material Composting Operation,Active,Composting,Solid Waste Operation,San Bernardino
36-AA-0505,Chipping and Grinding Facility/Operation,Inactive,Composting,Solid Waste Facility,San Bernardino
42-AA-0088,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Santa Barbara
33-AA-0375,Inert Debris Engineered Fill Operation,Planned,Disposal,Solid Waste Operation,Riverside
50-AA-0055,Medium Volume Transfer/Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,Stanislaus
19-AR-1277,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Los Angeles
54-AA-0067,Emergency Transfer/Processing Operation,Planned,Transfer/Processing,Solid Waste Operation,Tulare
01-AA-0331,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Alameda
09-AA-0015,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,El Dorado
01-AC-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
01-CR-0023,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
01-CR-0032,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
03-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
03-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
03-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
03-CR-0013,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
03-CR-0015,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
04-AA-0018,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Butte
04-AA-0021,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Butte
04-CR-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Butte
04-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Butte
05-AA-0012,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Calaveras
05-AA-0014,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Calaveras
05-AA-0039,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Calaveras
06-AA-0002,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Colusa
07-AA-0032,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Contra Costa
07-AC-0043,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Contra Costa
07-CR-0036,Composting Facility (Other),Clean Closed,Composting,Solid Waste Facility,Contra Costa
08-AA-0002,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Del Norte
08-AA-0004,Wood Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Del Norte
09-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,El Dorado
09-CR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,El Dorado
09-CR-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,El Dorado
09-CR-0014,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,El Dorado
09-CR-0016,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,El Dorado
10-AA-0008,Solid Waste Disposal Site,Clean Closed,Disposal,Solid Waste Disposal Site,Fresno
10-AA-0008,Large Volume Transfer/Processing Facility,Closed,Transfer/Processing,Solid Waste Facility,Fresno
10-AA-0010,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Fresno
10-AA-0013,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Fresno
10-AA-0025,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Fresno
10-AA-5217,Large Volume Transfer/Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,Fresno
10-CR-0033,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Fresno
10-CR-0044,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Fresno
11-AA-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Glenn
11-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Glenn
11-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Glenn
12-AA-0005,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Humboldt
12-AA-0056,Wood Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Humboldt
12-AA-0085,Wood Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Humboldt
12-AA-0093,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Humboldt
12-CR-0021,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Humboldt
12-CR-0023,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Humboldt
12-CR-0048,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Humboldt
13-AA-0007,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Imperial
13-AA-0009,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Imperial
13-AA-0090,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Imperial
14-CR-0018,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Inyo
15-AA-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-AA-0045,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kern
15-AA-0048,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Kern
15-AA-0105,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kern
15-AA-0246,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Kern
15-AA-0250,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Kern
15-AA-0302,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Kern
15-AA-0305,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Kern
15-CR-0019,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0021,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0023,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0028,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0030,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0062,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0090,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
16-AA-0004,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kings
16-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kings
17-AA-0001,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Lake
18-AA-0009,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Lassen
18-AA-0011,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Lassen
18-CR-0015,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Lassen
18-CR-0017,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Lassen
19-AA-0008,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0043,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Los Angeles
19-AA-0070,Solid Waste Disposal Site,Clean Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0298,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0303,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0404,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0811,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0813,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0820,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Los Angeles
19-AA-0822,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0854,Inert Debris Engineered Fill Operation,Closed,Disposal,Solid Waste Operation,Los Angeles
19-AA-0859,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-5114,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5149,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Los Angeles
19-AA-5215,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5225,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5230,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5232,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5343,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5350,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5556,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5624,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Los Angeles
19-AA-5674,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AE-0004,Inert Debris Engineered Fill Operation,Closed,Disposal,Solid Waste Operation,Los Angeles
19-AK-0083,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AK-5010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-0019,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-1183,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AR-1185,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AR-1199,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-5042,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-5102,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-DE-0001,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-DE-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
20-AA-0001,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Madera
20-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Madera
21-AA-0004,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Marin
21-AA-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Marin
21-CR-0017,Inert Debris Engineered Fill Operation,Closed,Disposal,Solid Waste Operation,Marin
21-CR-0020,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Marin
22-AA-0004,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Mariposa
22-AA-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mariposa
23-AA-0008,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Mendocino
23-AA-0018,Solid Waste Landfill,Inactive,Disposal,Solid Waste Facility,Mendocino
23-CR-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mendocino
23-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mendocino
23-CR-0013,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mendocino
24-AA-0002,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Merced
24-AA-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Merced
24-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Merced
24-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Merced
24-CR-0013,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Merced
25-AA-0022,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Modoc
25-AA-0024,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Modoc
25-CR-0003,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Modoc
25-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Modoc
26-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mono
26-CR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mono
26-CR-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mono
27-AA-0075,Treatment Unit (in situ),Closed,Disposal,Solid Waste Facility,Monterey
27-AA-0086,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Monterey
28-AA-0034,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Napa
29-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Nevada
29-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Nevada
29-CR-0013,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Nevada
30-AB-0035,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Orange
30-AB-0335,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Orange
30-AB-0335,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Orange
30-AB-0356,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0102,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0148,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0162,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0164,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
33-AA-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-AA-0007,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Riverside
33-AA-0068,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-AA-0196,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-AA-0217,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Riverside
33-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-CR-0031,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
34-AA-0021,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sacramento
34-AA-0029,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Sacramento
34-AA-0180,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Sacramento
34-CR-5008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sacramento
36-AA-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-AA-0016,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-AA-0052,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-AA-0054,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Bernardino
36-AA-0059,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Bernardino
36-AA-0061,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Bernardino
36-AA-0287,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-AA-0308,Composting Facility (Mixed),Active,Composting,Solid Waste Facility,San Bernardino
36-AA-0312,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-AA-0352,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-AA-0405,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-CR-0015,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-CR-0017,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-CR-0019,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-CR-0026,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-CR-0059,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
37-AA-0006,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,San Diego
37-AA-0008,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Diego
37-AA-0020,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,San Diego
37-AA-0022,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-AA-0902,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,San Diego
37-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0051,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0076,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0088,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0113,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
38-AA-0001,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Francisco
39-AA-0002,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Joaquin
39-AA-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
39-AA-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
39-AA-0037,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,San Joaquin
39-CR-0030,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
39-CR-0032,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
40-AA-0001,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,San Luis Obispo
40-AA-0003,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Luis Obispo
40-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Luis Obispo
40-CR-0016,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Luis Obispo
41-AA-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Mateo
41-AA-0009,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Mateo
41-AA-0014,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Mateo
41-AA-0016,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Mateo
41-AA-0018,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Mateo
41-AA-0185,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Mateo
